Date,03022001-3,03041002-5,03041005-K,03404001-K,03414001-4,03421001-2,03430001-1,03430003-8,03431001-7,03453001-7,03802001-3,03804002-2,03806001-5,03814003-5,03815002-2,03820001-1,03820003-8,04301002-6,04302001-3,04308001-6
1987-08-01,0.6415161290322581,0.06190322580645161,0.2006129032258065,0.8452258064516129,2.571612903225807,1.230548387096774,1.524322580645161,3.414362484829988,4.21,1.313838709677419,2.725806451612903,5.575806451612903,8.048064516129033,4.947994369603927,6.409738355726992,12.13387096774193,4.402748859339401,2.82741935483871,0.6602258064516129,6.970322580645162
1987-09-01,0.6619333333333334,0.06743333333333333,0.2051333333333333,0.9368636363636363,2.705333333333333,1.461481481481482,3.971333333333333,3.545529847060495,6.025,0.9181333333333334,2.662,6.363703703703703,7.696333333333333,5.465303382169524,4.706717476217111,13.46333333333333,5.962423543353831,7.484999999999999,0.8094333333333333,10.162
1987-10-01,0.7006774193548387,0.03619354838709678,0.2717602911710069,1.147193548387097,3.789354838709678,0.4023796492089868,5.97,4.011659211136329,5.599677419354839,1.798709677419355,4.48258064516129,9.22741935483871,8.048064516129033,9.929767540867065,1.710419962291407,19.70645161290323,4.187609103370175,6.719354838709678,1.0438,12.26290322580645
1987-11-01,0.6968666666666666,0.0223,0.2600333333333333,1.656698957409729,7.887,0.2874108260317576,7.107,6.488240032610056,9.081666666666667,3.098333333333334,12.89733333333333,22.144,28.81666666666667,1.701388863148888,1.084279167524242,45.33103448275862,18.66745641131711,6.354,2.521333333333333,26.24666666666667
1987-12-01,0.76432,0.01804838709677419,0.2743548387096774,8.479000000000001,1.156560248236167,3.839101506789193,6.456903225806451,1.517292630663262,25.40322580645161,14.06967741935484,6.014150000698369,17.38061997217244,62.81428571428571,26.76776610050788,1.395512463103392,58.76080017056351,4.636804424317032,15.44516129032258,5.019677419354839,50.21612903225807
1988-01-01,0.6326333333333333,0.1542903225806452,0.2001290322580645,7.1425,1.561631968946375,3.680702771991925,8.936774193548388,1.712058079122436,26.62903225806452,17.82258064516129,7.41499546121282,15.59995670644535,41.12580645161291,22.50782970943465,8.312470625146542,75.25652173913043,50.86965546233403,16.08387096774194,2.329677419354839,41.56451612903226
1988-02-01,0.9956782301217258,0.1317586206896552,0.2021034482758621,5.5036,7.048825567174838,2.863612383160111,9.222068965517241,8.323099000511387,17.98965517241379,13.62413793103448,8.10894514825397,16.66299918004995,23.6,8.720624434953049,13.3011525127707,38.49259259259259,27.98965517241379,11.02413793103448,1.565172413793104,26.29310344827586
1988-03-01,0.5910322580645161,0.1227096774193548,0.2391290322580645,4.473870967741935,1.413594766399303,1.689521423059796,9.569354838709677,2.160770212280645,13.59354838709677,9.783548387096776,6.023341180119276,11.35962414716623,15.70967741935484,8.768002376039915,8.798088321023336,27.31935483870968,25.29655172413793,3.145419354838709,1.218387096774193,15.08709677419355
1988-04-01,0.8741483737488631,0.1179,0.2442333333333333,3.193666666666667,1.422293527315268,1.350320568537817,9.490333333333332,5.352802216120866,12.78,8.725999999999999,3.632936533652349,8.698722390134105,12.12333333333333,7.113510159910144,8.051416001747578,20.72666666666667,15.54645019127724,4.858000000000001,0.9655666666666666,14.32
1988-05-01,0.6495483870967742,0.1112727272727273,0.2597741935483871,3.110645161290322,4.215806451612903,1.287535670267766,10.39612903225806,5.425923702976934,12.51612903225806,9.916451612903227,2.912054789233749,7.996153498925896,10.24709677419355,5.975143323104609,6.448634201360315,18.86129032258065,20.31935483870968,4.862258064516129,0.8199032258064517,13.81935483870968
1988-06-01,0.5924833333333333,0.0344,0.2219666666666667,3.058666666666667,3.493913043478261,1.369642857142857,6.463333333333334,4.997633728868346,5.054918849169478,7.153,1.399505548063024,7.480722097688146,8.343,2.192561243518226,5.853157595554427,15.52666666666667,14.94,2.886333333333333,0.6073333333333333,10.64633333333333
1988-07-01,0.6160967741935484,0.03638709677419354,0.1758387096774194,1.426768224081288,2.904516129032258,1.186774193548387,4.94258064516129,4.297523442068246,7.046129032258064,5.327096774193548,3.008456307555414,6.571450581090959,7.145483870967742,4.821861934557536,5.243738717585319,12.5,11.81290322580645,1.649354838709677,0.5855483870967743,8.273225806451611
1988-08-01,0.6415161290322581,0.03741935483870968,0.1901290322580645,2.506129032258064,2.504193548387097,1.023354838709677,4.67225806451613,3.011306887725656,6.766129032258065,4.291290322580645,3.122413793103448,6.697741935483871,6.051612903225807,4.292038366954252,3.889209366151301,12.15333333333333,10.31645161290323,0.5911612903225807,0.5548064516129033,6.422580645161291
1988-09-01,0.5195333333333333,0.0566,0.1739333333333333,2.389666666666666,2.114666666666666,0.9013000000000001,3.23,1.628546907259602,5.790999999999999,2.718,2.985333333333334,5.872333333333334,5.198333333333333,2.370799615173287,4.706717476217111,10.29443226295632,8.939666666666666,0.618,0.5963666666666666,5.471333333333333
1988-10-01,0.6700967741935484,0.03619354838709678,0.1743548387096774,2.081935483870968,1.710740740740741,0.7970645161290323,2.332903225806452,1.86427220734822,4.771612903225806,1.843806451612903,2.729354838709678,4.872580645161291,3.947741935483871,2.557556745554638,2.953548387096774,8.21440290819201,7.390967741935484,1.51241935483871,0.5955483870967742,5.586129032258064
1988-11-01,0.7260960503465888,0.08380000000000001,0.2128333333333333,1.560333333333333,1.206,0.6712333333333333,1.433666666666667,1.964044236048251,3.200666666666666,0.9529666666666666,2.223666666666666,3.566333333333333,2.810333333333333,2.293759406577523,2.325333333333333,4.014387045957729,5.623333333333333,2.17,0.4945666666666667,5.817666666666667
1988-12-01,0.6421666666666667,0.0412258064516129,0.2383870967741935,1.265806451612903,1.11741935483871,0.5791935483870967,1.30258064516129,1.640164957338141,2.947741935483871,0.5284838709677419,2.420842740956505,4.658928571428571,2.652258064516129,1.942521928722569,2.163870967741935,6.173904088461986,4.763225806451612,2.473225806451613,0.4459354838709678,5.695483870967742
1989-01-01,0.5826129032258065,0.05880645161290322,0.2093548387096774,1.078064516129032,1.317096774193548,0.6287096774193548,1.270967741935484,1.444214617441291,3.191935483870968,0.2838387096774194,2.513225806451613,4.32699931654466,2.569677419354838,2.458231816561086,1.931612903225806,3.471236910369543,3.786129032258065,2.736774193548387,0.5028387096774193,5.663225806451613
1989-02-01,0.624940106024704,0.04375,0.19725,0.7845714285714286,1.933571428571428,0.7979642857142857,1.273571428571429,2.382474102330776,3.223928571428571,0.2576785714285714,2.775357142857143,4.918571428571428,3.242857142857143,2.886338914160421,2.273928571428571,5.285301896401696,5.112857142857143,3.3425,0.6002857142857143,5.843928571428571
1989-03-01,0.6868064516129032,0.03029032258064516,0.2210967741935484,1.05041935483871,1.580967741935484,0.663258064516129,1.186129032258064,2.107902771834059,3.346129032258065,0.3924193548387097,2.31516129032258,3.435806451612903,2.929677419354838,2.85183558626641,2.08,4.91296693254998,5.104838709677419,2.548387096774194,0.5898387096774194,5.222258064516129
1989-04-01,0.6924666666666667,0.0454,0.2322333333333333,1.156333333333333,1.380666666666667,0.7445333333333334,0.5129,1.962217042586377,2.999333333333333,0.4126744312287549,2.1232,3.071666666666667,2.97,2.116135468838277,1.874666666666667,4.961966848935138,5.644333333333334,1.460766666666667,0.5703,4.418666666666667
1989-05-01,0.6770322580645162,0.03745161290322581,0.2334516129032258,1.189967741935484,1.628387096774193,0.6069677419354839,0.9829677419354839,2.616100210961962,3.500322580645161,1.388695955996348,1.681934486713406,3.713548387096774,4.080967741935484,2.293592656200384,1.699032258064516,5.891031723369272,6.560967741935483,0.526,0.8231935483870967,3.788709677419355
1989-06-01,0.5005000000000001,0.02713333333333334,0.2625333333333333,1.2512,1.474,0.5402,1.479333333333333,2.581318706867982,4.165,1.366,1.478445089203867,3.287,3.895,2.378024084546178,2.254666666666667,6.092831313531499,6.173666666666667,0.526,0.8472333333333334,3.251333333333334
1989-07-01,0.4870967741935484,0.04516129032258064,0.2254193548387097,1.294806451612903,1.330967741935484,0.4759677419354839,0.6236774193548387,2.12120857033745,3.166129032258065,1.284806451612903,1.43760078014738,2.906774193548387,3.492903225806452,2.345062765394838,2.358709677419355,5.727053140257059,5.617096774193548,0.4164516129032258,0.744,3.075161290322581
1989-08-01,0.4982903225806452,0.05374193548387097,0.3182903225806452,1.368709677419355,1.296451612903226,0.5849032258064517,0.6758064516129032,2.158382759461283,3.239032258064516,1.054032258064516,2.228260869565217,3.323870967741935,3.757096774193548,2.229435089595395,2.088387096774194,7.182161166363194,5.601290322580645,0.342,0.8127741935483871,3.110967741935484
1989-09-01,0.5318333333333333,0.03836666666666667,0.2987,1.285333333333333,1.296206896551724,0.6706,1.723233333333333,1.628546907259602,3.943666666666667,0.8589,1.576666666666667,2.983916888233464,2.741333333333333,1.688728455047727,1.969,4.800323018223795,4.406333333333333,0.7802000000000001,0.9342333333333334,3.619666666666667
